pdf,column,model,category,ground_truth,predicted,correctness,completeness,overall,reason
NCT00309985_Kriayako_CHAARTED_JCO'18,OS Rate (%) | Overall | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,,"Median OS: 57.6 months (95% CI, 52.0 to 63.9 months)",0.0,0.0,0.0,"GT is empty, and Pred contains numeric values (57.6, 95, 52.0, 63.9). Since the GT is empty and the Pred is not, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 0 | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,272 (69.2%),Not reported,0.0,0.0,0.0,"GT contains two numbers: 272 and 69.2. Pred contains no numbers. Since one is empty, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 0 | Control,Gemini 2.5 Flash (native),numeric_tolerance,272 (69.2%),not found,0.0,0.0,0.0,"GT contains two numbers: 272 and 69.2. Pred contains no numbers. Since GT has numbers and Pred does not, correctness is 0.0 and completeness is 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 0 | Control,LandingAI (ADE),numeric_tolerance,272 (69.2%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported"". Since one is empty, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 0 | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,277 (69.8%),Not reported,0.0,0.0,0.0,"GT contains two numbers: 277 and 69.8. Pred contains no numbers. Since one is empty, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 0 | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,277 (69.8%),not found,0.0,0.0,0.0,"GT contains two numbers: 277 and 69.8. Pred contains no numbers. Since GT has numbers and Pred does not, correctness is 0.0 and completeness is 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 0 | Treatment,LandingAI (ADE),numeric_tolerance,277 (69.8%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported"". Since one is empty, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 1-2 | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,121 (30.8%),Not reported,0.0,0.0,0.0,"GT contains two numbers: 121 and 30.8. Pred contains no numbers. Since one is empty, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 1-2 | Control,Gemini 2.5 Flash (native),numeric_tolerance,121 (30.8%),not found,0.0,0.0,0.0,"GT contains two numbers: 121 and 30.8. Pred contains no numbers. Since GT has numbers and Pred does not, correctness is 0.0 and completeness is 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 1-2 | Control,LandingAI (ADE),numeric_tolerance,121 (30.8%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported"". Since one is empty, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 1-2 | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,120 (30.2%),Not reported,0.0,0.0,0.0,"GT contains two numbers: 120 and 30.2. Pred contains no numbers. Since one is empty, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 1-2 | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,120 (30.2%),not found,0.0,0.0,0.0,"GT contains two numbers: 120 and 30.2. Pred contains no numbers. Since GT has numbers and Pred does not, correctness is 0.0 and completeness is 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,PS - N (%) | 1-2 | Treatment,LandingAI (ADE),numeric_tolerance,120 (30.2%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported"". Since one is empty, correctness and completeness are 0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Prostatectomy | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,73 (18.6%),not found,0.0,0.0,0.0,"Since the prediction is empty and the GT is not, correctness = 0.0 and completeness = 0.0"
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Prostatectomy | Control,Gemini 2.5 Flash (native),numeric_tolerance,73 (18.6%),not found,0.0,0.0,0.0,"GT contains two numbers (73 and 18.6). Pred is empty. Therefore, correctness and completeness are both 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Prostatectomy | Control,LandingAI (ADE),numeric_tolerance,73 (18.6%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported."" This is a mismatch, and Pred is missing required information."
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Prostatectomy | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,81 (20.4%),not found,0.0,0.0,0.0,"Since the prediction is empty and the GT is not, correctness = 0.0 and completeness = 0.0"
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Prostatectomy | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,81 (20.4%),not found,0.0,0.0,0.0,"GT contains two numbers (81 and 20.4). Pred is empty. Therefore, correctness and completeness are both 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Prostatectomy | Treatment,LandingAI (ADE),numeric_tolerance,81 (20.4%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported."" This is a mismatch, and Pred is missing required information."
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Radiotherapy | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,33 (8.4%),not found,0.0,0.0,0.0,"Since the prediction is empty and the GT is not, correctness = 0.0 and completeness = 0.0"
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Radiotherapy | Control,Gemini 2.5 Flash (native),numeric_tolerance,33 (8.4%),not found,0.0,0.0,0.0,"GT contains two numbers (33 and 8.4). Pred is empty. Therefore, correctness and completeness are both 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Radiotherapy | Control,LandingAI (ADE),numeric_tolerance,33 (8.4%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported."" This is a mismatch, and Pred is missing required information."
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Radiotherapy | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,27 (6.8%),not found,0.0,0.0,0.0,"Since the prediction is empty and the GT is not, correctness = 0.0 and completeness = 0.0"
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Radiotherapy | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,27 (6.8%),not found,0.0,0.0,0.0,"GT contains two numbers (27 and 6.8). Pred is empty. Therefore, correctness and completeness are both 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Previous local therapy - N (%) | Radiotherapy | Treatment,LandingAI (ADE),numeric_tolerance,27 (6.8%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported."" This is a mismatch, and Pred is missing required information."
NCT00309985_Kriayako_CHAARTED_JCO'18,Quality of Life reported,LandingAI (ADE),exact_match,No,Yes,0.0,0.0,0.0,Values differ.
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Black or African American | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,37 (9.4%),not found,0.0,0.0,0.0,"GT contains two numbers (37 and 9.4). Pred is empty. Therefore, no numbers in GT are captured in Pred, and no numbers in Pred match GT."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Black or African American | Control,Gemini 2.5 Flash (native),numeric_tolerance,37 (9.4%),not found,0.0,0.0,0.0,"GT contains two numbers (37 and 9.4). Pred is empty. Therefore, correctness and completeness are both 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Black or African American | Control,LandingAI (ADE),numeric_tolerance,37 (9.4%),Not reported,0.0,0.0,0.0,"GT has count and percentage, but Pred is empty. This is incorrect and incomplete."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Black or African American | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,39 (9.8%),not found,0.0,0.0,0.0,"GT contains two numbers (39 and 9.8). Pred is empty. Therefore, no numbers in GT are captured in Pred, and no numbers in Pred match GT."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Black or African American | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,39 (9.8%),not found,0.0,0.0,0.0,"GT contains numbers (39 and 9.8), Pred is empty."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Black or African American | Treatment,LandingAI (ADE),numeric_tolerance,39 (9.8%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported"". This indicates a missing value."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Other | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,6 (1.5%),not found,0.0,0.0,0.0,"Since GT has values and Pred is empty, correctness=0.0 and completeness=0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Other | Control,Gemini 2.5 Flash (native),numeric_tolerance,6 (1.5%),not found,0.0,0.0,0.0,"GT contains two numbers (6 and 1.5). Pred is empty. Therefore, correctness and completeness are both 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Other | Control,LandingAI (ADE),numeric_tolerance,6 (1.5%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported"". This indicates a missing value."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Other | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,4 (1.0%),not found,0.0,0.0,0.0,"Since GT has values and Pred is empty, correctness=0.0 and completeness=0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Other | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,4 (1.0%),not found,0.0,0.0,0.0,"GT contains numbers (4 and 1.0), Pred is empty."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Other | Treatment,LandingAI (ADE),numeric_tolerance,4 (1.0%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported"". This indicates a missing value."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Unknown | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,20 (5.1%),not found,0.0,0.0,0.0,"GT contains two numbers (20 and 5.1). Pred is empty. Therefore, no numbers in GT are captured in Pred, and no numbers in Pred match GT."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Unknown | Control,Gemini 2.5 Flash (native),numeric_tolerance,20 (5.1%),not found,0.0,0.0,0.0,"The GT contains two numbers: 20 and 5.1. The Pred is empty. Since the GT has numbers and the Pred does not, the correctness and completeness are both 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Unknown | Control,LandingAI (ADE),numeric_tolerance,20 (5.1%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported"". This indicates a missing value."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Unknown | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,10 (2.5%),not found,0.0,0.0,0.0,"GT contains two numbers (10 and 2.5). Pred is empty. Therefore, no numbers in GT are captured in Pred, and no numbers in Pred match GT."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Unknown | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,10 (2.5%),not found,0.0,0.0,0.0,"GT contains two numbers (10 and 2.5). Pred is empty. Therefore, correctness and completeness are both 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | Unknown | Treatment,LandingAI (ADE),numeric_tolerance,10 (2.5%),Not reported,0.0,0.0,0.0,"GT has count and percentage, but Pred is empty. This is incorrect and incomplete."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | White | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,330 (84.0%),not found,0.0,0.0,0.0,"Since GT has values and Pred is empty, correctness=0.0 and completeness=0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | White | Control,Gemini 2.5 Flash (native),numeric_tolerance,330 (84.0%),not found,0.0,0.0,0.0,"GT contains two numbers (330 and 84.0). Pred is empty. Therefore, correctness and completeness are both 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | White | Control,LandingAI (ADE),numeric_tolerance,330 (84.0%),Not reported,0.0,0.0,0.0,"GT has both count and percentage, but Pred is ""Not reported"". This indicates a missing value."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | White | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,344 (86.6%),not found,0.0,0.0,0.0,"GT contains two numbers (344 and 86.6). Pred is empty. Therefore, no numbers in GT are captured in Pred, and no numbers in Pred match GT."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | White | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,344 (86.6%),not found,0.0,0.0,0.0,"The GT contains two numbers: 344 and 86.6. The Pred is empty. Since the GT has numbers and the Pred does not, the correctness and completeness are both 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Race - N (%) | White | Treatment,LandingAI (ADE),numeric_tolerance,344 (86.6%),Not reported,0.0,0.0,0.0,"The GT provides both count and percentage ""344 (86.6%)"", while the Pred is ""Not reported"". Since the column definition requires both count and percentage if reported, and GT has both, the prediction is incorrect and incomplete."
NCT00309985_Kriayako_CHAARTED_JCO'18,Reporting by prognostic groups - Y/N | Metachronous,LandingAI (ADE),exact_match,Yes,Not reported,0.0,0.0,0.0,Values differ.
NCT00309985_Kriayako_CHAARTED_JCO'18,Reporting by prognostic groups - Y/N | Synchronous,LandingAI (ADE),exact_match,Yes,Not reported,0.0,0.0,0.0,Values differ.
NCT00309985_Kriayako_CHAARTED_JCO'18,TTPSA (mo) | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,,11.7 (10.8 to 14.4),0.0,0.0,0.0,"The ground truth is empty, but the prediction contains numbers. Therefore, correctness and completeness are both 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,TTPSA (mo) | Control,Gemini 2.5 Flash (native),numeric_tolerance,,11.7 months,0.0,0.0,0.0,"Since the GT is empty and the Pred has a value, both correctness and completeness are 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,TTPSA (mo) | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,,19.4 (16.8 to 22.6),0.0,0.0,0.0,"The ground truth is empty, but the prediction contains numbers. Therefore, correctness and completeness are both 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,TTPSA (mo) | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,,19.4 months,0.0,0.0,0.0,"Since the GT is empty and the Pred has a value, both correctness and completeness are 0.0."
NCT00309985_Kriayako_CHAARTED_JCO'18,Treatment Class,LandingAI (ADE),structured_text,Chemotherapy (taxane),Chemohormonal therapy,0.0,0.0,0.0,"The prediction is related to the GT, but not the same. Taxanes are a type of chemotherapy, but ""Chemohormonal therapy"" implies a combination of chemotherapy and hormonal therapy, which is a different classification."
NCT00309985_Kriayako_CHAARTED_JCO'18,Trial Name,Gemini 2.5 Flash (free-form),exact_match,CHAARTED (E3805) – Long-term survival analysis of chemohormonal therapy in metastatic hormone-sensitive prostate cancer,CHAARTED (Chemohormonal Therapy Versus Androgen Ablation Randomized Trial for Extensive Disease in Prostate Cancer),0.0,0.0,0.0,The trial names are different.
NCT00309985_Kriayako_CHAARTED_JCO'18,Trial Name,LandingAI (ADE),exact_match,CHAARTED (E3805) – Long-term survival analysis of chemohormonal therapy in metastatic hormone-sensitive prostate cancer,Chemohormonal Therapy in Metastatic Hormone-Sensitive Prostate Cancer: Long-Term Survival Analysis of the Randomized Phase III E3805 CHAARTED Trial,0.0,0.0,0.0,Values differ.
NCT00309985_Sweeney_CHAARTED_NEJM'15,Add-on Treatment,LandingAI (ADE),structured_text,Docetaxel,Not reported,0.0,0.0,0.0,The prediction is 'Not reported' while the GT has 'Docetaxel'.
NCT00309985_Sweeney_CHAARTED_NEJM'15,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,29.6% (grade 3–5 combined),not found,0.0,0.0,0.0,"GT contains the percentage 29.6%. Pred is ""not found"", which is equivalent to empty. Therefore, no numbers are extracted in Pred."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,29.6% (grade 3–5 combined),not found,0.0,0.0,0.0,"GT has a percentage value, but Pred is empty."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Adverse Events - N (%) | All-Cause Grade 3 or Higher | Treatment,LandingAI (ADE),numeric_tolerance,29.6% (grade 3–5 combined),"65 (16.7%) Grade 3, 49 (12.6%) Grade 4, 1 (0.3%) Grade 5",0.0,0.0,0.0,"GT only provides a combined percentage. Pred provides counts and percentages for each grade separately. Since the GT does not provide a count, and the Pred provides more granular data, it is not directly comparable. The Pred does provide percentages, which are required by the column definition. Since the GT only provides a percentage, and the Pred provides counts and percentages, it is difficult to assess correctness."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Adverse Events - N (%) | Treatment-related Grade 3 or Higher | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,,115 (29.6%),0.0,0.0,0.0,"GT is empty, but Pred contains the numbers 115 and 29.6."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Adverse Events - N (%) | Treatment-related Grade 3 or Higher | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,,115 (29.6%),0.0,0.0,0.0,"GT is empty, but Pred has values."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Author,Gemini 2.5 Flash (free-form),exact_match,Sweeney CJ et al.,Christopher J. Sweeney et al.,0.0,0.0,0.0,"The values are semantically similar, but not exactly the same. Since the instructions do not allow for semantic matching for the Author column, this is incorrect."
NCT00309985_Sweeney_CHAARTED_NEJM'15,COE_RCT_IND_OVERALL_RJ,Gemini 2.5 Flash (free-form),structured_text,Yes,not found,0.0,0.0,0.0,The prediction is empty while the GT is not.
NCT00309985_Sweeney_CHAARTED_NEJM'15,COE_RCT_IND_OVERALL_RJ,Gemini 2.5 Flash (native),structured_text,Yes,not found,0.0,0.0,0.0,Pred is empty while GT is not.
NCT00309985_Sweeney_CHAARTED_NEJM'15,COE_RCT_IND_OVERALL_RJ,LandingAI (ADE),structured_text,Yes,Not reported,0.0,0.0,0.0,"The prediction ""Not reported"" is incorrect since the ground truth is ""Yes""."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Docetaxel administration - N (%) | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,0,147 (37.4%),0.0,0.0,0.0,"GT has one number (0). Pred has two numbers (147 and 37.4). None of the predicted numbers match the ground truth number. Therefore, correctness is 0.0 and completeness is 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Docetaxel administration - N (%) | Control,Gemini 2.5 Flash (native),numeric_tolerance,0,147 (37.40%),0.0,0.0,0.0,Neither 147 nor 37.40 are within tolerance of 0. No numbers in Pred match the numbers in GT.
NCT00309985_Sweeney_CHAARTED_NEJM'15,Median On-Treatment Duration (mo) | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,,11.7,0.0,0.0,0.0,"The ground truth is empty, but the prediction is not. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Median On-Treatment Duration (mo) | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,Six cycles planned; 86% completed all six cycles,20.2,0.0,0.0,0.0,"GT contains ""6"" and ""86"". Pred contains ""20.2"". No numbers match."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Median On-Treatment Duration (mo) | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,Six cycles planned; 86% completed all six cycles,not found,0.0,0.0,0.0,"GT contains ""6"" and ""86"", while Pred is empty."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Median PFS (mo) | Overall | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,,11.7,0.0,0.0,0.0,"GT is empty, and Pred has a value. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Median PFS (mo) | Overall | Control,Gemini 2.5 Flash (native),numeric_tolerance,,11.7,0.0,0.0,0.0,Since GT is empty and Pred has a value
NCT00309985_Sweeney_CHAARTED_NEJM'15,Median PFS (mo) | Overall | Control,LandingAI (ADE),numeric_tolerance,,11.7,0.0,0.0,0.0,"GT is empty, but Pred has a value. This indicates an error."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Median PFS (mo) | Overall | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,,20.2,0.0,0.0,0.0,"GT is empty, and Pred has a value. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Median PFS (mo) | Overall | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,,20.2,0.0,0.0,0.0,Since GT is empty and Pred has a value
NCT00309985_Sweeney_CHAARTED_NEJM'15,Median PFS (mo) | Overall | Treatment,LandingAI (ADE),numeric_tolerance,,20.2,0.0,0.0,0.0,"GT is empty, but Pred has a value. This indicates an error."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Mode of metastases - N (%) | Metachronous | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,,0 (0%),0.0,0.0,0.0,"GT is empty, and Pred has values. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Mode of metastases - N (%) | Metachronous | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,,0 (0%),0.0,0.0,0.0,"GT is empty, and Pred has values. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Mode of metastases - N (%) | Synchronous | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,,393 (100%),0.0,0.0,0.0,"GT is empty, and Pred has values. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Mode of metastases - N (%) | Synchronous | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,,397 (100%),0.0,0.0,0.0,"GT is empty, and Pred has values. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,ORR - N (%) | Control | CR,Gemini 2.5 Flash (free-form),numeric_tolerance,PSA < 0.2 ng/mL at 12 mo: 16.8%,not found,0.0,0.0,0.0,"GT contains one number: 16.8. Pred is empty. Therefore, correctness is 0.0 and completeness is 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,ORR - N (%) | Control | CR,Gemini 2.5 Flash (native),numeric_tolerance,PSA < 0.2 ng/mL at 12 mo: 16.8%,not found,0.0,0.0,0.0,"GT contains the number 16.8, while Pred is empty. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,ORR - N (%) | Control | CR,LandingAI (ADE),numeric_tolerance,PSA < 0.2 ng/mL at 12 mo: 16.8%,Not reported,0.0,0.0,0.0,"GT has a percentage, but Pred is 'Not reported'. Since the definition requires count and percentage if reported, and GT has a percentage, the prediction is incorrect and incomplete."
NCT00309985_Sweeney_CHAARTED_NEJM'15,ORR - N (%) | Treatment | CR,Gemini 2.5 Flash (free-form),numeric_tolerance,PSA < 0.2 ng/mL at 12 mo: 27.7%,not found,0.0,0.0,0.0,"GT contains one number: 27.7. Pred is empty. Therefore, correctness is 0.0 and completeness is 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,ORR - N (%) | Treatment | CR,Gemini 2.5 Flash (native),numeric_tolerance,PSA < 0.2 ng/mL at 12 mo: 27.7%,not found,0.0,0.0,0.0,"GT contains one number: 27.7. Pred is empty. Since GT has a number and Pred is empty, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,ORR - N (%) | Treatment | CR,LandingAI (ADE),numeric_tolerance,PSA < 0.2 ng/mL at 12 mo: 27.7%,Not reported,0.0,0.0,0.0,"GT has a percentage, but Pred is 'Not reported'. Since the definition requires count and percentage if reported, and GT has a percentage, the prediction is incorrect and incomplete."
NCT00309985_Sweeney_CHAARTED_NEJM'15,PFS Rate (%) | Overall | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,,"Median time to biochemical, symptomatic, or radiographic progression was 11.7 months. Hazard ratio for progression (ADT plus docetaxel vs. ADT alone): 0.61 (95% CI, 0.51 to 0.72). Percentage rate: Not reported.",0.0,0.0,0.0,"GT is empty, and Pred contains numbers. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,PFS Rate (%) | Overall | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,,"Median time to biochemical, symptomatic, or radiographic progression was 20.2 months. Hazard ratio for progression (ADT plus docetaxel vs. ADT alone): 0.61 (95% CI, 0.51 to 0.72). Percentage rate: Not reported.",0.0,0.0,0.0,"GT is empty, and Pred contains numbers. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,PFS Rate (%) | Overall | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,,"Hazard ratio 0.61 (95% CI, 0.51 to 0.72); Median time to progression: 20.2 months",0.0,0.0,0.0,"GT is empty, and Pred contains numbers (0.61, 95, 0.51, 0.72, 20.2). Since GT is empty and Pred is not, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Phase,LandingAI (ADE),structured_text,3.0,Not reported,0.0,0.0,0.0,The prediction fails to capture the phase information.
NCT00309985_Sweeney_CHAARTED_NEJM'15,Quality of Life reported,Gemini 2.5 Flash (free-form),exact_match,,No,0.0,0.0,0.0,"GT is empty, which is equivalent to ""Not reported"". ""Not reported"" is different from ""No""."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Reporting by prognostic groups - Y/N | Metachronous,Gemini 2.5 Flash (free-form),exact_match,,No,0.0,0.0,0.0,"GT is empty, which is equivalent to ""Not reported"". ""Not reported"" is different from ""No""."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Reporting by prognostic groups - Y/N | Synchronous,Gemini 2.5 Flash (free-form),exact_match,,No,0.0,0.0,0.0,"GT is empty, which is equivalent to ""Not reported"". ""Not reported"" is different from ""No""."
NCT00309985_Sweeney_CHAARTED_NEJM'15,TTPSA (mo) | Control,Gemini 2.5 Flash (free-form),numeric_tolerance,,11.7 months,0.0,0.0,0.0,"Since the GT is empty and the Pred has a value, this is a case where one is empty and the other is not. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,TTPSA (mo) | Control,Gemini 2.5 Flash (native),numeric_tolerance,,11.7,0.0,0.0,0.0,"The ground truth is empty, but the prediction is not. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,TTPSA (mo) | Treatment,Gemini 2.5 Flash (free-form),numeric_tolerance,,20.2 months,0.0,0.0,0.0,"Since the GT is empty and the Pred has a value, this is a case where one is empty and the other is not. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,TTPSA (mo) | Treatment,Gemini 2.5 Flash (native),numeric_tolerance,,20.2,0.0,0.0,0.0,"The ground truth is empty, but the prediction is not. Therefore, correctness and completeness are both 0.0."
NCT00309985_Sweeney_CHAARTED_NEJM'15,Trial,Gemini 2.5 Flash (free-form),structured_text,CHAARTED,E3805 study,0.0,0.0,0.0,The prediction provides a different trial name than the ground truth.
